"","sim_i","t","person","blk","testatus"
"100","1","1","100","1","s"
"101","1","1","101","1","s"
"102","1","1","102","0","s"
"103","1","1","103","0","s"
"104","1","1","104","1","s"
"105","1","1","105","1","s"
"106","1","1","106","1","s"
"107","1","1","107","1","s"
"108","1","1","108","1","s"
"109","1","1","109","1","s"
"110","1","1","110","0","s"
"111","1","1","111","1","s"
"112","1","1","112","1","s"
"113","1","1","113","0","s"
"114","1","1","114","0","s"
"115","1","1","115","0","s"
"116","1","1","116","1","s"
"117","1","1","117","1","s"
"118","1","1","118","0","s"
"119","1","1","119","1","s"
"120","1","1","120","0","s"
"121","1","1","121","1","s"
"122","1","1","122","1","s"
"123","1","1","123","1","s"
"124","1","1","124","1","s"
"125","1","1","125","0","s"
"126","1","1","126","0","s"
"127","1","1","127","0","s"
"128","1","1","128","1","s"
"129","1","1","129","0","s"
"130","1","1","130","0","s"
"131","1","1","131","0","s"
"132","1","1","132","0","s"
"133","1","1","133","1","s"
"134","1","1","134","0","s"
"135","1","1","135","0","s"
"136","1","1","136","1","s"
"137","1","1","137","1","s"
"138","1","1","138","0","s"
"139","1","1","139","0","s"
"140","1","1","140","1","s"
"141","1","1","141","0","s"
"142","1","1","142","1","s"
"143","1","1","143","1","s"
"144","1","1","144","0","s"
"145","1","1","145","0","s"
"146","1","1","146","1","s"
"147","1","1","147","0","s"
"148","1","1","148","0","s"
"149","1","1","149","1","s"
"150","1","1","150","0","s"
"151","1","1","151","1","s"
"152","1","1","152","0","s"
"153","1","1","153","0","s"
"154","1","1","154","0","s"
"155","1","1","155","1","s"
"156","1","1","156","0","s"
"157","1","1","157","0","s"
"158","1","1","158","0","s"
"159","1","1","159","0","s"
"160","1","1","160","0","s"
"161","1","1","161","1","s"
"162","1","1","162","1","s"
"163","1","1","163","1","s"
"164","1","1","164","1","s"
"165","1","1","165","0","s"
"166","1","1","166","1","s"
"167","1","1","167","0","s"
"168","1","1","168","1","s"
"169","1","1","169","0","s"
"170","1","1","170","0","s"
"171","1","1","171","0","s"
"172","1","1","172","0","s"
"173","1","1","173","0","s"
"174","1","1","174","1","s"
"175","1","1","175","0","s"
"176","1","1","176","0","s"
"177","1","1","177","0","s"
"178","1","1","178","1","s"
"179","1","1","179","1","s"
"180","1","1","180","1","s"
"181","1","1","181","0","s"
"182","1","1","182","0","s"
"183","1","1","183","0","s"
"184","1","1","184","0","s"
"185","1","1","185","1","s"
"186","1","1","186","1","s"
"187","1","1","187","0","s"
"188","1","1","188","0","s"
"189","1","1","189","1","s"
"190","1","1","190","0","s"
"191","1","1","191","1","s"
"192","1","1","192","1","s"
"193","1","1","193","0","s"
"194","1","1","194","0","s"
"195","1","1","195","1","s"
"196","1","1","196","1","s"
"197","1","1","197","1","s"
"198","1","1","198","1","s"
"199","1","1","199","1","s"
"200","1","1","200","0","s"
"201","1","1","201","1","s"
"202","1","1","202","1","s"
"203","1","1","203","0","s"
"204","1","1","204","1","s"
"205","1","1","205","0","s"
"206","1","1","206","0","s"
"207","1","1","207","1","s"
"208","1","1","208","1","s"
"209","1","1","209","1","s"
"210","1","1","210","1","s"
"211","1","1","211","0","s"
"212","1","1","212","1","s"
"213","1","1","213","1","s"
"214","1","1","214","1","s"
"215","1","1","215","0","s"
"216","1","1","216","0","s"
"217","1","1","217","0","s"
"218","1","1","218","1","s"
"219","1","1","219","0","s"
"220","1","1","220","1","s"
"221","1","1","221","1","s"
"222","1","1","222","0","s"
"223","1","1","223","1","s"
"224","1","1","224","1","s"
"225","1","1","225","1","s"
"226","1","1","226","0","s"
"227","1","1","227","0","s"
"228","1","1","228","1","s"
"229","1","1","229","0","s"
"230","1","1","230","1","i"
"231","1","1","231","1","s"
"232","1","1","232","1","s"
"233","1","1","233","0","s"
"234","1","1","234","1","s"
"235","1","1","235","1","s"
"236","1","1","236","1","s"
"237","1","1","237","0","s"
"238","1","1","238","1","s"
"239","1","1","239","1","s"
"240","1","1","240","1","s"
"241","1","1","241","1","s"
"242","1","1","242","0","s"
"243","1","1","243","1","s"
"244","1","1","244","0","s"
"245","1","1","245","1","s"
"246","1","1","246","1","s"
"247","1","1","247","0","s"
"248","1","1","248","0","s"
"249","1","1","249","0","s"
"250","1","1","250","0","s"
"251","1","1","251","0","s"
"252","1","1","252","0","s"
"253","1","1","253","0","s"
"254","1","1","254","0","s"
"255","1","1","255","0","s"
"256","1","1","256","1","s"
"257","1","1","257","1","s"
"258","1","1","258","0","s"
"259","1","1","259","0","s"
"260","1","1","260","0","s"
"261","1","1","261","1","s"
"262","1","1","262","1","s"
"263","1","1","263","1","s"
"264","1","1","264","1","s"
"265","1","1","265","0","s"
"266","1","1","266","1","s"
"267","1","1","267","0","s"
"268","1","1","268","0","s"
"269","1","1","269","0","s"
"270","1","1","270","1","s"
"271","1","1","271","1","s"
"272","1","1","272","1","s"
"273","1","1","273","1","s"
"274","1","1","274","1","s"
"275","1","1","275","1","s"
"276","1","1","276","0","s"
"277","1","1","277","1","s"
"278","1","1","278","1","s"
"279","1","1","279","1","s"
"280","1","1","280","1","s"
"281","1","1","281","1","s"
"282","1","1","282","0","s"
"283","1","1","283","0","s"
"284","1","1","284","1","s"
"285","1","1","285","0","s"
"286","1","1","286","0","s"
"287","1","1","287","0","s"
"288","1","1","288","1","s"
"289","1","1","289","1","s"
"290","1","1","290","1","s"
"291","1","1","291","0","s"
"292","1","1","292","1","s"
"293","1","1","293","1","s"
"294","1","1","294","1","s"
"295","1","1","295","1","s"
"296","1","1","296","1","s"
"297","1","1","297","0","s"
"298","1","1","298","1","s"
"299","1","1","299","1","s"
"300","1","1","300","0","s"
"301","1","1","301","0","s"
"302","1","1","302","1","s"
"303","1","1","303","0","s"
"304","1","1","304","0","s"
"305","1","1","305","1","s"
"306","1","1","306","1","s"
"307","1","1","307","1","s"
"308","1","1","308","0","s"
"309","1","1","309","0","s"
"310","1","1","310","0","s"
"311","1","1","311","0","s"
"312","1","1","312","1","s"
"313","1","1","313","0","s"
"314","1","1","314","0","s"
"315","1","1","315","1","s"
"316","1","1","316","0","s"
"317","1","1","317","0","s"
"318","1","1","318","0","s"
"319","1","1","319","1","s"
"320","1","1","320","1","s"
"321","1","1","321","0","s"
"322","1","1","322","1","s"
"323","1","1","323","0","s"
"324","1","1","324","1","s"
"325","1","1","325","0","s"
"326","1","1","326","1","s"
"327","1","1","327","1","s"
"328","1","1","328","1","s"
"329","1","1","329","1","s"
"330","1","1","330","0","s"
"331","1","1","331","0","s"
"332","1","1","332","0","s"
"333","1","1","333","1","s"
"334","1","1","334","1","s"
"335","1","1","335","1","s"
"336","1","1","336","1","s"
"337","1","1","337","1","s"
"338","1","1","338","1","s"
"339","1","1","339","0","s"
"340","1","1","340","1","s"
"341","1","1","341","1","s"
"342","1","1","342","0","s"
"343","1","1","343","1","s"
"344","1","1","344","1","s"
"345","1","1","345","1","s"
"346","1","1","346","0","s"
"347","1","1","347","1","s"
"348","1","1","348","0","s"
"349","1","1","349","1","s"
"350","1","1","350","0","s"
"351","1","1","351","0","s"
"352","1","1","352","1","s"
"353","1","1","353","1","s"
"354","1","1","354","0","s"
"355","1","1","355","0","s"
"356","1","1","356","0","s"
"357","1","1","357","0","s"
"358","1","1","358","0","s"
"359","1","1","359","0","s"
"360","1","1","360","1","s"
"361","1","1","361","0","s"
"362","1","1","362","1","s"
"363","1","1","363","0","s"
"364","1","1","364","1","s"
"365","1","1","365","1","s"
"366","1","1","366","1","s"
"367","1","1","367","1","s"
"368","1","1","368","1","s"
"369","1","1","369","0","s"
"370","1","1","370","0","s"
"371","1","1","371","1","s"
"372","1","1","372","1","s"
"373","1","1","373","0","s"
"374","1","1","374","1","s"
"375","1","1","375","1","s"
"376","1","1","376","1","s"
"377","1","1","377","0","s"
"378","1","1","378","0","s"
"379","1","1","379","1","s"
"380","1","1","380","0","s"
"381","1","1","381","1","s"
"382","1","1","382","1","s"
"383","1","1","383","0","s"
"384","1","1","384","0","s"
"385","1","1","385","0","s"
"386","1","1","386","0","s"
"387","1","1","387","0","s"
"388","1","1","388","1","s"
"389","1","1","389","1","s"
"390","1","1","390","0","s"
"391","1","1","391","0","s"
"392","1","1","392","1","s"
"393","1","1","393","1","s"
"394","1","1","394","0","s"
"395","1","1","395","1","s"
"396","1","1","396","0","s"
"397","1","1","397","1","s"
"398","1","1","398","0","s"
"399","1","1","399","1","s"
"400","1","1","400","0","s"
"401","1","1","401","0","s"
"402","1","1","402","1","s"
"403","1","1","403","1","s"
"404","1","1","404","0","s"
"405","1","1","405","1","s"
"406","1","1","406","0","s"
"407","1","1","407","0","s"
"408","1","1","408","0","s"
"409","1","1","409","0","s"
"410","1","1","410","1","s"
"411","1","1","411","0","s"
"412","1","1","412","0","s"
"413","1","1","413","1","s"
"414","1","1","414","0","s"
"415","1","1","415","1","s"
"416","1","1","416","0","s"
"417","1","1","417","0","s"
"418","1","1","418","1","s"
"419","1","1","419","0","s"
"420","1","1","420","1","s"
"421","1","1","421","1","s"
"422","1","1","422","1","s"
"423","1","1","423","1","s"
"424","1","1","424","0","s"
"425","1","1","425","0","s"
"426","1","1","426","0","s"
"427","1","1","427","1","s"
"428","1","1","428","1","s"
"429","1","1","429","1","s"
"430","1","1","430","1","s"
"431","1","1","431","1","s"
"432","1","1","432","0","s"
"433","1","1","433","1","s"
"434","1","1","434","0","s"
"435","1","1","435","1","s"
"436","1","1","436","1","s"
"437","1","1","437","0","s"
"438","1","1","438","0","s"
"439","1","1","439","0","s"
"440","1","1","440","1","s"
"441","1","1","441","1","s"
"442","1","1","442","0","s"
"443","1","1","443","0","s"
"444","1","1","444","1","i"
"445","1","1","445","0","s"
"446","1","1","446","0","s"
"447","1","1","447","0","s"
"448","1","1","448","1","s"
"449","1","1","449","0","s"
"450","1","1","450","0","s"
"451","1","1","451","0","s"
"452","1","1","452","1","s"
"453","1","1","453","1","s"
"454","1","1","454","1","s"
"455","1","1","455","1","s"
"456","1","1","456","0","s"
"457","1","1","457","1","s"
"458","1","1","458","0","s"
"459","1","1","459","0","s"
"460","1","1","460","0","s"
"461","1","1","461","1","s"
"462","1","1","462","1","s"
"463","1","1","463","0","s"
"464","1","1","464","1","s"
"465","1","1","465","1","s"
"466","1","1","466","1","s"
"467","1","1","467","1","s"
"468","1","1","468","0","s"
"469","1","1","469","1","s"
"470","1","1","470","0","s"
"471","1","1","471","1","s"
"472","1","1","472","0","s"
"473","1","1","473","1","s"
"474","1","1","474","1","s"
"475","1","1","475","0","s"
"476","1","1","476","0","s"
"477","1","1","477","1","s"
"478","1","1","478","1","s"
"479","1","1","479","0","s"
"480","1","1","480","1","s"
"481","1","1","481","1","s"
"482","1","1","482","0","s"
"483","1","1","483","1","s"
"484","1","1","484","1","s"
"485","1","1","485","1","s"
"486","1","1","486","1","s"
"487","1","1","487","0","s"
"488","1","1","488","1","s"
"489","1","1","489","0","s"
"490","1","1","490","1","s"
"491","1","1","491","1","s"
"492","1","1","492","1","s"
"493","1","1","493","0","s"
"494","1","1","494","1","s"
"495","1","1","495","1","s"
"496","1","1","496","0","s"
"497","1","1","497","1","s"
"498","1","1","498","1","s"
"499","1","1","499","1","s"
"500","1","1","500","0","s"
"501","1","1","501","1","s"
"502","1","1","502","1","s"
"503","1","1","503","0","s"
"504","1","1","504","0","s"
"505","1","1","505","0","s"
"506","1","1","506","0","s"
"507","1","1","507","0","s"
"508","1","1","508","0","s"
"509","1","1","509","1","s"
"510","1","1","510","0","s"
"511","1","1","511","0","s"
"512","1","1","512","0","s"
"513","1","1","513","0","s"
"514","1","1","514","1","s"
"515","1","1","515","0","s"
"516","1","1","516","0","s"
"517","1","1","517","0","i"
"518","1","1","518","1","s"
"519","1","1","519","0","s"
"520","1","1","520","0","s"
"521","1","1","521","1","s"
"522","1","1","522","1","s"
"523","1","1","523","0","s"
"524","1","1","524","0","s"
"525","1","1","525","1","s"
"526","1","1","526","1","s"
"527","1","1","527","1","s"
"528","1","1","528","1","s"
"529","1","1","529","1","s"
"530","1","1","530","1","s"
"531","1","1","531","0","s"
"532","1","1","532","0","s"
"533","1","1","533","1","s"
"534","1","1","534","0","s"
"535","1","1","535","1","s"
"536","1","1","536","0","s"
"537","1","1","537","1","s"
"538","1","1","538","0","s"
"539","1","1","539","1","s"
"540","1","1","540","0","s"
"541","1","1","541","0","s"
"542","1","1","542","1","s"
"543","1","1","543","0","s"
"544","1","1","544","1","s"
"545","1","1","545","1","s"
"546","1","1","546","0","s"
"547","1","1","547","0","s"
"548","1","1","548","0","s"
"549","1","1","549","0","s"
"550","1","1","550","0","s"
"551","1","1","551","0","s"
"552","1","1","552","1","s"
"553","1","1","553","0","s"
"554","1","1","554","1","s"
"555","1","1","555","1","s"
"556","1","1","556","0","s"
"557","1","1","557","0","s"
"558","1","1","558","0","s"
"559","1","1","559","1","s"
"560","1","1","560","0","s"
"561","1","1","561","1","s"
"562","1","1","562","0","s"
"563","1","1","563","0","s"
"564","1","1","564","1","s"
"565","1","1","565","0","s"
"566","1","1","566","1","s"
"567","1","1","567","0","s"
"568","1","1","568","0","s"
"569","1","1","569","1","s"
"570","1","1","570","0","s"
"571","1","1","571","1","s"
"572","1","1","572","1","i"
"573","1","1","573","0","s"
"574","1","1","574","1","s"
"575","1","1","575","0","s"
"576","1","1","576","0","s"
"577","1","1","577","1","s"
"578","1","1","578","0","s"
"579","1","1","579","1","s"
"580","1","1","580","1","s"
"581","1","1","581","1","s"
"582","1","1","582","0","s"
"583","1","1","583","0","s"
"584","1","1","584","0","s"
"585","1","1","585","1","s"
"586","1","1","586","0","s"
"587","1","1","587","1","s"
"588","1","1","588","1","s"
"589","1","1","589","1","s"
"590","1","1","590","1","s"
"591","1","1","591","0","s"
"592","1","1","592","0","s"
"593","1","1","593","0","s"
"594","1","1","594","1","s"
"595","1","1","595","1","s"
"596","1","1","596","0","s"
"597","1","1","597","1","s"
"598","1","1","598","1","s"
"599","1","1","599","0","s"
"600","1","1","600","0","s"
"601","1","1","601","1","s"
"602","1","1","602","0","s"
"603","1","1","603","1","s"
"604","1","1","604","0","s"
"605","1","1","605","0","s"
"606","1","1","606","1","s"
"607","1","1","607","1","s"
"608","1","1","608","1","s"
"609","1","1","609","1","s"
"610","1","1","610","1","s"
"611","1","1","611","0","s"
"612","1","1","612","1","i"
"613","1","1","613","1","s"
"614","1","1","614","1","s"
"615","1","1","615","0","s"
"616","1","1","616","1","s"
"617","1","1","617","0","s"
"618","1","1","618","0","s"
"619","1","1","619","0","s"
"620","1","1","620","0","s"
"621","1","1","621","1","s"
"622","1","1","622","1","s"
"623","1","1","623","0","s"
"624","1","1","624","0","s"
"625","1","1","625","1","s"
"626","1","1","626","0","s"
"627","1","1","627","1","s"
"628","1","1","628","1","s"
"629","1","1","629","0","s"
"630","1","1","630","1","s"
"631","1","1","631","0","s"
"632","1","1","632","0","s"
"633","1","1","633","1","s"
"634","1","1","634","0","s"
"635","1","1","635","1","s"
"636","1","1","636","1","s"
"637","1","1","637","0","s"
"638","1","1","638","1","i"
"639","1","1","639","0","s"
"640","1","1","640","0","s"
"641","1","1","641","1","s"
"642","1","1","642","1","s"
"643","1","1","643","1","s"
"644","1","1","644","1","s"
"645","1","1","645","1","s"
"646","1","1","646","1","s"
"647","1","1","647","1","s"
"648","1","1","648","0","s"
"649","1","1","649","0","s"
"650","1","1","650","0","s"
"651","1","1","651","0","s"
"652","1","1","652","0","s"
"653","1","1","653","1","s"
"654","1","1","654","1","s"
"655","1","1","655","0","s"
"656","1","1","656","1","s"
"657","1","1","657","1","s"
"658","1","1","658","1","s"
"659","1","1","659","0","s"
"660","1","1","660","1","s"
"661","1","1","661","0","s"
"662","1","1","662","1","s"
"663","1","1","663","0","s"
"664","1","1","664","0","s"
"665","1","1","665","0","s"
"666","1","1","666","1","s"
"667","1","1","667","0","s"
"668","1","1","668","1","s"
"669","1","1","669","0","s"
"670","1","1","670","0","s"
"671","1","1","671","1","s"
"672","1","1","672","0","s"
"673","1","1","673","1","s"
"674","1","1","674","1","s"
"675","1","1","675","1","s"
"676","1","1","676","0","s"
"677","1","1","677","0","s"
"678","1","1","678","0","s"
"679","1","1","679","0","s"
"680","1","1","680","1","s"
"681","1","1","681","1","s"
"682","1","1","682","0","s"
"683","1","1","683","1","s"
"684","1","1","684","1","s"
"685","1","1","685","0","s"
"686","1","1","686","0","s"
"687","1","1","687","1","s"
"688","1","1","688","0","s"
"689","1","1","689","1","s"
"690","1","1","690","1","s"
"691","1","1","691","1","s"
"692","1","1","692","1","s"
"693","1","1","693","1","s"
"694","1","1","694","0","s"
"695","1","1","695","0","s"
"696","1","1","696","0","s"
"697","1","1","697","0","s"
"698","1","1","698","0","s"
"699","1","1","699","1","s"
"700","1","1","700","1","s"
"701","1","1","701","1","s"
"702","1","1","702","0","s"
"703","1","1","703","0","s"
"704","1","1","704","1","s"
"705","1","1","705","1","s"
"706","1","1","706","0","s"
"707","1","1","707","1","s"
"708","1","1","708","1","s"
"709","1","1","709","1","s"
"710","1","1","710","0","s"
"711","1","1","711","0","s"
"712","1","1","712","0","s"
"713","1","1","713","1","s"
"714","1","1","714","0","s"
"715","1","1","715","0","s"
"716","1","1","716","1","s"
"717","1","1","717","1","s"
"718","1","1","718","1","s"
"719","1","1","719","0","s"
"720","1","1","720","0","s"
"721","1","1","721","1","s"
"722","1","1","722","0","s"
"723","1","1","723","0","s"
"724","1","1","724","1","s"
"725","1","1","725","1","s"
"726","1","1","726","1","s"
"727","1","1","727","0","s"
"728","1","1","728","1","s"
"729","1","1","729","0","s"
"730","1","1","730","1","s"
"731","1","1","731","1","s"
"732","1","1","732","0","s"
"733","1","1","733","1","s"
"734","1","1","734","0","s"
"735","1","1","735","1","s"
"736","1","1","736","0","s"
"737","1","1","737","0","s"
"738","1","1","738","0","s"
"739","1","1","739","1","s"
"740","1","1","740","1","s"
"741","1","1","741","1","s"
"742","1","1","742","1","s"
"743","1","1","743","1","s"
"744","1","1","744","0","s"
"745","1","1","745","0","s"
"746","1","1","746","0","s"
"747","1","1","747","1","s"
"748","1","1","748","1","s"
"749","1","1","749","0","s"
"750","1","1","750","0","s"
"751","1","1","751","0","s"
"752","1","1","752","0","s"
"753","1","1","753","0","s"
"754","1","1","754","1","s"
"755","1","1","755","1","s"
"756","1","1","756","0","s"
"757","1","1","757","1","s"
"758","1","1","758","0","s"
"759","1","1","759","0","s"
"760","1","1","760","0","s"
"761","1","1","761","1","s"
"762","1","1","762","1","s"
"763","1","1","763","0","s"
"764","1","1","764","0","s"
"765","1","1","765","0","s"
"766","1","1","766","0","s"
"767","1","1","767","1","s"
"768","1","1","768","0","s"
"769","1","1","769","0","s"
"770","1","1","770","1","s"
"771","1","1","771","0","s"
"772","1","1","772","1","s"
"773","1","1","773","0","s"
"774","1","1","774","1","s"
"775","1","1","775","1","s"
"776","1","1","776","0","s"
"777","1","1","777","1","s"
"778","1","1","778","1","s"
"779","1","1","779","0","s"
"780","1","1","780","1","s"
"781","1","1","781","1","s"
"782","1","1","782","0","s"
"783","1","1","783","0","s"
"784","1","1","784","0","s"
"785","1","1","785","0","s"
"786","1","1","786","0","s"
"787","1","1","787","0","s"
"788","1","1","788","0","s"
"789","1","1","789","1","s"
"790","1","1","790","0","s"
"791","1","1","791","0","s"
"792","1","1","792","1","s"
"793","1","1","793","0","s"
"794","1","1","794","0","s"
"795","1","1","795","0","s"
"796","1","1","796","0","s"
"797","1","1","797","1","s"
"798","1","1","798","0","s"
"799","1","1","799","0","s"
"800","1","1","800","1","s"
"801","1","1","801","1","s"
"802","1","1","802","0","s"
"803","1","1","803","1","s"
"804","1","1","804","0","s"
"805","1","1","805","0","s"
"806","1","1","806","0","s"
"807","1","1","807","0","s"
"808","1","1","808","1","s"
"809","1","1","809","0","s"
"810","1","1","810","1","s"
"811","1","1","811","0","s"
"812","1","1","812","0","s"
"813","1","1","813","0","s"
"814","1","1","814","0","s"
"815","1","1","815","1","s"
"816","1","1","816","0","s"
"817","1","1","817","0","s"
"818","1","1","818","0","s"
"819","1","1","819","1","s"
"820","1","1","820","0","s"
"821","1","1","821","0","s"
"822","1","1","822","0","s"
"823","1","1","823","0","s"
"824","1","1","824","1","s"
"825","1","1","825","1","s"
"826","1","1","826","1","s"
"827","1","1","827","1","s"
"828","1","1","828","1","s"
"829","1","1","829","0","s"
"830","1","1","830","1","s"
"831","1","1","831","0","s"
"832","1","1","832","1","s"
"833","1","1","833","1","s"
"834","1","1","834","0","s"
"835","1","1","835","0","s"
"836","1","1","836","0","i"
"837","1","1","837","1","s"
"838","1","1","838","0","s"
"839","1","1","839","1","s"
"840","1","1","840","1","s"
"841","1","1","841","0","s"
"842","1","1","842","0","s"
"843","1","1","843","0","s"
"844","1","1","844","1","s"
"845","1","1","845","0","s"
"846","1","1","846","1","s"
"847","1","1","847","1","s"
"848","1","1","848","1","s"
"849","1","1","849","0","s"
"850","1","1","850","0","s"
"851","1","1","851","0","s"
"852","1","1","852","0","s"
"853","1","1","853","0","s"
"854","1","1","854","0","s"
"855","1","1","855","0","s"
"856","1","1","856","0","s"
"857","1","1","857","0","s"
"858","1","1","858","0","s"
"859","1","1","859","1","s"
"860","1","1","860","1","s"
"861","1","1","861","0","s"
"862","1","1","862","0","s"
"863","1","1","863","1","s"
"864","1","1","864","0","s"
"865","1","1","865","0","s"
"866","1","1","866","0","s"
"867","1","1","867","1","s"
"868","1","1","868","1","s"
"869","1","1","869","0","s"
"870","1","1","870","1","s"
"871","1","1","871","1","s"
"872","1","1","872","0","s"
"873","1","1","873","0","s"
"874","1","1","874","1","s"
"875","1","1","875","0","s"
"876","1","1","876","1","s"
"877","1","1","877","0","s"
"878","1","1","878","0","s"
"879","1","1","879","1","s"
"880","1","1","880","0","i"
"881","1","1","881","0","s"
"882","1","1","882","1","s"
"883","1","1","883","1","s"
"884","1","1","884","0","s"
"885","1","1","885","0","s"
"886","1","1","886","0","s"
"887","1","1","887","0","s"
"888","1","1","888","1","s"
"889","1","1","889","0","s"
"890","1","1","890","0","s"
"891","1","1","891","1","s"
"892","1","1","892","1","s"
"893","1","1","893","1","s"
"894","1","1","894","1","s"
"895","1","1","895","1","s"
"896","1","1","896","1","s"
"897","1","1","897","0","s"
"898","1","1","898","1","s"
"899","1","1","899","1","s"
"900","1","1","900","0","s"
"901","1","1","901","0","s"
"902","1","1","902","0","s"
"903","1","1","903","1","s"
"904","1","1","904","0","s"
"905","1","1","905","1","s"
"906","1","1","906","1","s"
"907","1","1","907","1","s"
"908","1","1","908","1","s"
"909","1","1","909","0","s"
"910","1","1","910","0","s"
"911","1","1","911","0","s"
"912","1","1","912","0","s"
"913","1","1","913","0","s"
"914","1","1","914","1","s"
"915","1","1","915","0","s"
"916","1","1","916","1","s"
"917","1","1","917","0","s"
"918","1","1","918","1","s"
"919","1","1","919","0","s"
"920","1","1","920","1","s"
"921","1","1","921","0","s"
"922","1","1","922","1","s"
"923","1","1","923","1","s"
"924","1","1","924","0","s"
"925","1","1","925","1","s"
"926","1","1","926","1","s"
"927","1","1","927","0","s"
"928","1","1","928","1","s"
"929","1","1","929","1","s"
"930","1","1","930","0","s"
"931","1","1","931","0","s"
"932","1","1","932","1","s"
"933","1","1","933","0","s"
"934","1","1","934","0","s"
"935","1","1","935","1","s"
"936","1","1","936","1","s"
"937","1","1","937","1","s"
"938","1","1","938","0","s"
"939","1","1","939","0","s"
"940","1","1","940","1","s"
"941","1","1","941","1","s"
"942","1","1","942","0","s"
"943","1","1","943","0","s"
"944","1","1","944","1","s"
"945","1","1","945","0","s"
"946","1","1","946","1","s"
"947","1","1","947","1","s"
"948","1","1","948","0","s"
"949","1","1","949","0","s"
"950","1","1","950","1","s"
"951","1","1","951","1","s"
"952","1","1","952","0","s"
"953","1","1","953","1","s"
"954","1","1","954","0","s"
"955","1","1","955","0","s"
"956","1","1","956","1","s"
"957","1","1","957","1","s"
"958","1","1","958","1","i"
"959","1","1","959","1","s"
"960","1","1","960","0","s"
"961","1","1","961","0","s"
"962","1","1","962","1","s"
"963","1","1","963","1","s"
"964","1","1","964","1","s"
"965","1","1","965","1","s"
"966","1","1","966","0","s"
"967","1","1","967","0","s"
"968","1","1","968","1","s"
"969","1","1","969","1","s"
"970","1","1","970","1","s"
"971","1","1","971","1","s"
"972","1","1","972","0","s"
"973","1","1","973","1","s"
"974","1","1","974","0","s"
"975","1","1","975","1","s"
"976","1","1","976","0","s"
"977","1","1","977","0","s"
"978","1","1","978","1","s"
"979","1","1","979","0","s"
"980","1","1","980","1","s"
"981","1","1","981","1","s"
"982","1","1","982","0","s"
"983","1","1","983","1","s"
"984","1","1","984","0","s"
"985","1","1","985","0","s"
"986","1","1","986","1","s"
"987","1","1","987","0","s"
"988","1","1","988","1","s"
"989","1","1","989","0","s"
"990","1","1","990","1","s"
"991","1","1","991","1","s"
"992","1","1","992","1","s"
"993","1","1","993","0","s"
"994","1","1","994","0","s"
"995","1","1","995","0","s"
"996","1","1","996","1","s"
"997","1","1","997","1","s"
